stage,channel_index_0based,wavelength_nm_approx,mean_pseudo_absorbance,sd_pseudo_absorbance,n
1,83,1236.2068965517242,0.30329015851020813,0.0750223696231842,2242
1,84,1239.655172413793,0.3024536669254303,0.0749131590127945,2242
1,85,1243.103448275862,0.30156174302101135,0.07481809705495834,2242
1,86,1246.551724137931,0.30100083351135254,0.07483918964862823,2242
1,87,1250.0,0.3003024160861969,0.07484602928161621,2242
1,88,1253.4482758620688,0.300047904253006,0.07496556639671326,2242
1,89,1256.896551724138,0.2997094392776489,0.07506239414215088,2242
1,90,1260.344827586207,0.2998499870300293,0.07532942295074463,2242
1,91,1263.7931034482758,0.29995959997177124,0.07563719153404236,2242
1,92,1267.2413793103449,0.3006398677825928,0.0761001780629158,2242
1,93,1270.6896551724137,0.30163413286209106,0.07658562064170837,2242
1,94,1274.1379310344828,0.3030317425727844,0.07722330093383789,2242
1,95,1277.5862068965516,0.304745078086853,0.07796099781990051,2242
1,96,1281.0344827586207,0.30704882740974426,0.078903429210186,2242
1,97,1284.4827586206898,0.3098461627960205,0.07999575138092041,2242
1,98,1287.9310344827586,0.31333306431770325,0.08129338920116425,2242
1,99,1291.3793103448274,0.3173025846481323,0.08276776224374771,2242
1,100,1294.8275862068965,0.32204365730285645,0.08449728786945343,2242
1,101,1298.2758620689656,0.3272840678691864,0.0864083468914032,2242
1,102,1301.7241379310344,0.3332137167453766,0.08853886276483536,2242
1,103,1305.1724137931035,0.3398488759994507,0.09090374410152435,2242
1,104,1308.6206896551723,0.34685689210891724,0.09337209165096283,2242
1,105,1312.0689655172414,0.3538813292980194,0.09590153396129608,2242
1,106,1315.5172413793102,0.36112555861473083,0.098546601831913,2242
1,107,1318.9655172413793,0.36831456422805786,0.10113188624382019,2242
1,108,1322.4137931034484,0.3752678632736206,0.10366030037403107,2242
1,109,1325.8620689655172,0.3817178010940552,0.10604635626077652,2242
1,110,1329.310344827586,0.38786497712135315,0.10832260549068451,2242
1,111,1332.7586206896551,0.39391225576400757,0.11061558872461319,2242
1,112,1336.2068965517242,0.4003087282180786,0.11304018646478653,2242
1,113,1339.655172413793,0.4066314697265625,0.11561112850904465,2242
1,114,1343.103448275862,0.4137788712978363,0.11870919167995453,2242
1,115,1346.551724137931,0.4220036268234253,0.12247210741043091,2242
1,116,1350.0,0.43246543407440186,0.12734733521938324,2242
1,117,1353.4482758620688,0.4454804062843323,0.13352297246456146,2242
1,118,1356.896551724138,0.46240413188934326,0.14156140387058258,2242
1,119,1360.344827586207,0.4830666482448578,0.1514689326286316,2242
1,120,1363.7931034482758,0.5077435374259949,0.16317786276340485,2242
1,121,1367.2413793103449,0.5350547432899475,0.17612431943416595,2242
1,122,1370.6896551724137,0.5643163919448853,0.1898263543844223,2242
1,123,1374.1379310344828,0.5934321284294128,0.20326215028762817,2242
1,124,1377.5862068965516,0.6214625835418701,0.21572060883045197,2242
1,125,1381.0344827586207,0.6468852758407593,0.2265508472919464,2242
1,126,1384.4827586206898,0.6691926717758179,0.2355213612318039,2242
1,127,1387.9310344827586,0.6880738139152527,0.24264025688171387,2242
1,128,1391.3793103448274,0.7040226459503174,0.2482796460390091,2242
1,129,1394.8275862068965,0.7168356776237488,0.25252261757850647,2242
1,130,1398.2758620689656,0.727929949760437,0.25605788826942444,2242
1,131,1401.7241379310344,0.7368444800376892,0.2588261365890503,2242
1,132,1405.1724137931035,0.7438571453094482,0.26096656918525696,2242
1,133,1408.6206896551723,0.7492546439170837,0.26260486245155334,2242
1,134,1412.0689655172414,0.7535543441772461,0.263954222202301,2242
1,135,1415.5172413793102,0.7562875747680664,0.2648881673812866,2242
1,136,1418.9655172413793,0.7584483623504639,0.26558175683021545,2242
1,137,1422.4137931034484,0.7593737840652466,0.26593121886253357,2242
1,138,1425.8620689655172,0.7602823376655579,0.2662350535392761,2242
1,139,1429.310344827586,0.7600226402282715,0.2661263346672058,2242
1,140,1432.7586206896551,0.7591643929481506,0.26564639806747437,2242
1,141,1436.2068965517242,0.7576038837432861,0.26488643884658813,2242
1,142,1439.655172413793,0.7551511526107788,0.26367273926734924,2242
1,143,1443.103448275862,0.7512227296829224,0.26197823882102966,2242
1,144,1446.551724137931,0.7467566132545471,0.2600404918193817,2242
1,145,1450.0,0.7413352727890015,0.25781500339508057,2242
1,146,1453.4482758620688,0.7357067465782166,0.25545403361320496,2242
1,147,1456.896551724138,0.7295069694519043,0.2529342770576477,2242
1,148,1460.344827586207,0.7230335474014282,0.2502192556858063,2242
1,149,1463.7931034482758,0.7164393067359924,0.2474803328514099,2242
1,150,1467.2413793103447,0.709662675857544,0.24463728070259094,2242
1,151,1470.6896551724137,0.7025998830795288,0.24167075753211975,2242
1,152,1474.1379310344828,0.6958247423171997,0.23875874280929565,2242
